ID do Empregado,Primeiro nome,Sobrenome,Gênero,Idade,Viagem de negócios,Departamento,Distância de Casa (KM),Estado,Etnia,Educação,Campo da educação,Cargo de Trabalho,Estado civil,Salário,Nível de opção de ações,Ao longo do tempo,Data de contratação,Atrito,Anos na empresa,Anos na função mais recente,Anos desde a última promoção,Anos com gerente atual
8FB2-4CE0,Kurtis,Plane,Masculino,27,Algumas viagens,Tecnologia,14,Illinois,Branco,4,Ciência da Computação,Cientista de dados,Solteiro,37545,0,Não,42710,Sim,2,1,1,1
CC88-AE14,Barbi,Wilsher,Feminino,25,Algumas viagens,Tecnologia,27,California,Grupos étnicos mistos ou múltiplos,2,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,84770,1,Sim,42724,Não,6,0,5,0
3261-373A,Dorey,Arpur,Feminino,26,Viajante frequente,Tecnologia,5,Illinois,Branco,3,Ciência da Computação,Engenheiro de software senior,Casado,99203,1,Sim,42732,Não,6,3,3,4
B90D-4BEF,Nancey,Noades,Feminino,29,Algumas viagens,Tecnologia,32,Illinois,Havaiano nativo,3,Sistemas de informação,Gerente de engenharia,Casado,388605,1,Sim,42736,Não,5,2,5,0
D754-4CDF,Brien,Erett,Masculino,25,Algumas viagens,Tecnologia,18,California,Branco,3,Ciência da Computação,Engenheiro de software senior,Casado,55541,1,Não,42743,Não,5,4,5,4
6D3B-AD28,Zsa zsa,Valentin,Feminino,25,Viajante frequente,Vendas,33,California,Branco,3,Marketing,Executivo de vendas,Solteiro,94810,0,Não,42753,Não,5,0,0,3
0.00E+00,Scot,Gamlen,Masculino,23,Algumas viagens,Vendas,26,New York,Havaiano nativo,2,Marketing,Executivo de vendas,Solteiro,58345,0,Sim,42754,Não,5,4,4,4
EFB8-ED99,Jilli,Allsupp,Feminino,24,Algumas viagens,Vendas,16,California,Branco,2,Marketing,Executivo de vendas,Solteiro,43158,0,Sim,42764,Não,5,0,5,5
B122-D3D2,Gigi,Wrack,Feminino,26,Algumas viagens,Tecnologia,21,California,Branco,2,Outro,Cientista de dados,Casado,89366,1,Não,42765,Não,5,5,5,0
1D87-3372,Cynthea,Manilove,Prefiro não dizer,34,Algumas viagens,Tecnologia,18,California,Branco,3,Ciência da Computação,Gerente de engenharia,Divorciado,323488,1,Não,42767,Não,5,0,1,1
6A67-EC2C,Fionnula,Charsley,Feminino,23,Algumas viagens,Vendas,21,California,Branco,4,Marketing,Executivo de vendas,Solteiro,37626,0,Não,42770,Não,5,4,4,2
D529-0BC2,Katharina,Nehlsen,Feminino,24,Algumas viagens,Tecnologia,42,California,Branco,2,Outro,Cientista de dados,Casado,38775,1,Sim,42772,Não,5,0,5,1
AE51-5502,Randy,Luxford,Masculino,23,Algumas viagens,Tecnologia,19,New York,Índio Americano ou Nativo do Alasca,4,Estudos de Negócios,Cientista de dados,Casado,25986,1,Não,42774,Não,5,4,4,3
E442-1FEE,Nicoline,Rippon,Feminino,25,Viajante frequente,Tecnologia,36,California,Índio Americano ou Nativo do Alasca,2,Sistemas de informação,Cientista de dados,Solteiro,31698,0,Não,42779,Não,5,5,5,2
D457-AB87,Geoffrey,Bambery,Masculino,24,Algumas viagens,Vendas,29,California,Grupos étnicos mistos ou múltiplos,3,Marketing,Executivo de vendas,Casado,105859,2,Não,42779,Não,5,5,5,3
9CC0-FF43,Gussy,Gaber,Feminino,25,Algumas viagens,Tecnologia,32,New York,Grupos étnicos mistos ou múltiplos,3,Sistemas de informação,Engenheiro de software,Casado,35586,0,Não,42783,Não,5,4,5,0
1BAE-4DA1,Jessalin,Macrow,Feminino,25,Sem viagens,Tecnologia,27,New York,Grupos étnicos mistos ou múltiplos,4,Estudos de Negócios,Engenheiro de software,Casado,28288,2,Não,42795,Não,5,5,5,0
7486-A1B6,Ripley,Woodvine,Masculino,23,Algumas viagens,Tecnologia,25,California,Branco,2,Sistemas de informação,Cientista de dados,Casado,50570,1,Não,42795,Não,5,2,3,2
DD1E-583D,Ashton,Lauga,Masculino,24,Algumas viagens,Recursos Humanos,36,Illinois,Grupos étnicos mistos ou múltiplos,3,Recursos Humanos,Recrutador,Casado,29428,0,Não,42796,Não,5,5,5,0
2857-A950,Chauncey,Golt,Masculino,24,Algumas viagens,Vendas,13,California,Grupos étnicos mistos ou múltiplos,2,Economia,Executivo de vendas,Casado,64852,1,Não,42799,Não,5,1,5,2
5E53-1897,Hamish,Carlsen,Masculino,23,Algumas viagens,Tecnologia,6,California,Grupos étnicos mistos ou múltiplos,4,Outro,Engenheiro de software,Casado,87483,1,Sim,42800,Não,5,1,2,0
B437-FCF8,Nettie,Liley,Feminino,26,Algumas viagens,Tecnologia,23,California,Índio Americano ou Nativo do Alasca,2,Sistemas de informação,Gerente de análise,Casado,221954,1,Não,42802,Não,5,0,3,1
B268-1642,Katerine,Maffione,Feminino,26,Sem viagens,Vendas,8,Illinois,Branco,2,Graduação Técnica,Executivo de vendas,Casado,61686,1,Sim,42808,Não,5,0,0,1
C77A-2348,Mortimer,Planks,Masculino,26,Algumas viagens,Tecnologia,15,New York,Branco,1,Sistemas de informação,Engenheiro de software,Casado,45085,2,Não,42811,Não,5,2,4,2
E7F5-0AD1,Walden,Skuce,Masculino,24,Algumas viagens,Tecnologia,16,California,Asiático ou Asiático Americano,1,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,55814,2,Não,42815,Não,5,3,4,3
7839-CA12,Orella,Chappelle,Feminino,23,Algumas viagens,Vendas,16,California,Branco,3,Marketing,Representante de vendas,Solteiro,23794,0,Não,42819,Sim,1,0,0,0
8462-E88A,Renault,Dobbyn,Masculino,25,Algumas viagens,Recursos Humanos,18,New York,Negro ou afro-americano,4,Marketing,RH parceiro de negócios,Solteiro,190466,0,Não,42820,Não,5,2,2,5
79E4-6632,Tailor,Cansfield,Masculino,23,Algumas viagens,Tecnologia,45,California,Asiático ou Asiático Americano,2,Ciência da Computação,Engenheiro de software,Casado,37322,1,Não,42822,Não,5,3,3,3
097B-A688,Hillard,Hulson,Masculino,23,Algumas viagens,Tecnologia,33,New York,Havaiano nativo,2,Sistemas de informação,Cientista de dados,Casado,26198,1,Sim,42829,Não,5,4,4,0
A7F8-24EA,Antonio,Nayer,Masculino,24,Algumas viagens,Tecnologia,35,California,Negro ou afro-americano,3,Sistemas de informação,Engenheiro de aprendizado de máquina,Casado,128126,0,Sim,42829,Não,5,0,0,5
8078-6154,Hattie,Algeo,Feminino,26,Algumas viagens,Vendas,29,New York,Branco,1,Marketing,Gerente,Casado,172070,1,Não,42834,Não,5,4,4,3
DEC5-9319,Gasparo,Strewthers,Masculino,23,Algumas viagens,Tecnologia,5,California,Asiático ou Asiático Americano,3,Sistemas de informação,Engenheiro de software,Solteiro,63709,0,Não,42839,Sim,1,0,0,0
28F4-8367,Conny,Iveans,Não-binário,25,Algumas viagens,Tecnologia,4,California,Grupos étnicos mistos ou múltiplos,3,Estudos de Negócios,Engenheiro de aprendizado de máquina,Divorciado,39456,2,Não,42840,Não,5,1,5,4
5C87-D7BB,Malory,Dumbelton,Feminino,25,Viajante frequente,Tecnologia,5,California,Grupos étnicos mistos ou múltiplos,4,Ciência da Computação,Engenheiro de software,Solteiro,67151,0,Sim,42847,Não,5,4,5,4
D383-714B,Lindsey,Hedley,Masculino,26,Viajante frequente,Tecnologia,12,Illinois,Branco,3,Outro,Cientista de dados,Casado,29449,1,Não,42847,Não,5,1,3,1
0D1B-DEC2,Celestine,Kyngdon,Não-binário,24,Algumas viagens,Tecnologia,23,California,Índio Americano ou Nativo do Alasca,3,Ciência da Computação,Cientista de dados,Solteiro,100586,0,Não,42848,Sim,4,4,4,4
DD04-BDF8,Kile,Notton,Masculino,25,Algumas viagens,Recursos Humanos,44,California,Negro ou afro-americano,4,Economia,Executivo de RH,Casado,132102,1,Não,42848,Não,5,5,5,0
7749-B277,Caryl,Roycroft,Masculino,24,Algumas viagens,Recursos Humanos,1,Illinois,Grupos étnicos mistos ou múltiplos,5,Recursos Humanos,Executivo de RH,Casado,44634,0,Não,42850,Sim,4,3,3,2
2CA8-4E1B,Nicoline,Pote,Não-binário,23,Algumas viagens,Tecnologia,7,New York,Asiático ou Asiático Americano,3,Estudos de Negócios,Engenheiro de software,Solteiro,28753,0,Não,42857,Sim,2,1,1,0
EACC-D1F6,Garth,Gove,Masculino,25,Algumas viagens,Tecnologia,20,California,Branco,3,Ciência da Computação,Cientista de dados,Casado,27673,2,Sim,42860,Sim,3,2,3,1
B8C3-5E0A,Joyous,Muggleston,Feminino,26,Algumas viagens,Tecnologia,18,California,Branco,3,Ciência da Computação,Cientista de dados,Divorciado,26414,2,Não,42869,Não,5,5,5,0
1A6D-AF5D,Clair,Muldownie,Masculino,25,Algumas viagens,Tecnologia,9,New York,Branco,3,Sistemas de informação,Gerente de engenharia,Solteiro,243908,0,Não,42870,Não,5,4,4,1
4FCD-7D65,Frannie,Dunrige,Feminino,24,Sem viagens,Tecnologia,26,California,Asiático ou Asiático Americano,4,Ciência da Computação,Engenheiro de software senior,Divorciado,77358,1,Sim,42885,Não,5,0,0,4
7279-6591,Bradan,Rozzier,Masculino,41,Algumas viagens,Vendas,25,California,Índio Americano ou Nativo do Alasca,3,Marketing,Executivo de vendas,Solteiro,231843,0,Sim,42887,Sim,1,1,1,0
6925-864E,Lilith,Cargen,Feminino,25,Sem viagens,Tecnologia,30,California,Branco,2,Ciência da Computação,Engenheiro de software senior,Divorciado,43644,2,Não,42888,Não,5,3,3,5
4563-8637,Vernor,Farrell,Masculino,25,Algumas viagens,Vendas,44,California,Grupos étnicos mistos ou múltiplos,2,Marketing,Executivo de vendas,Casado,75635,2,Não,42893,Não,5,2,2,5
2546-1312,Carlos,Galia,Masculino,25,Viajante frequente,Tecnologia,20,New York,Índio Americano ou Nativo do Alasca,3,Sistemas de informação,Cientista de dados,Solteiro,61054,0,Não,42910,Não,5,0,1,0
FFCF-0BD5,Sky,Mattioni,Prefiro não dizer,23,Algumas viagens,Recursos Humanos,42,California,Negro ou afro-americano,1,Marketing,Recrutador,Casado,30683,1,Não,42911,Não,5,5,5,5
7623-9AF1,Sosanna,Armstrong,Feminino,26,Algumas viagens,Tecnologia,18,California,Grupos étnicos mistos ou múltiplos,3,Sistemas de informação,Cientista de dados,Casado,46809,1,Não,42915,Não,5,0,0,2
C973-E8E5,Bertie,Murrells,Masculino,26,Algumas viagens,Tecnologia,2,California,Branco,3,Ciência da Computação,Engenheiro de software,Casado,57722,1,Sim,42916,Não,5,4,4,0
763B-DE6E,Nat,Fettes,Prefiro não dizer,23,Algumas viagens,Tecnologia,32,California,Branco,4,Ciência da Computação,Engenheiro de software,Divorciado,23041,1,Sim,42916,Não,5,1,5,3
7EEF-9A90,Sheryl,Bridell,Feminino,23,Algumas viagens,Vendas,18,New York,Outro,4,Graduação Técnica,Executivo de vendas,Casado,83677,1,Sim,42926,Não,5,0,5,3
63B0-1036,Persis,Christon,Feminino,25,Algumas viagens,Tecnologia,12,New York,Grupos étnicos mistos ou múltiplos,3,Estudos de Negócios,Engenheiro de software,Divorciado,52957,1,Não,42926,Não,5,3,5,4
41FE-D257,Murdock,Heinsius,Masculino,23,Viajante frequente,Vendas,31,California,Grupos étnicos mistos ou múltiplos,3,Graduação Técnica,Representante de vendas,Solteiro,23505,0,Não,42928,Sim,1,0,0,0
D24B-5AC8,Horatio,Chaffen,Masculino,24,Algumas viagens,Tecnologia,45,California,Grupos étnicos mistos ou múltiplos,4,Sistemas de informação,Cientista de dados,Casado,38022,0,Não,42930,Não,5,5,5,1
F7B0-E6B2,Tarrance,Reidshaw,Masculino,24,Viajante frequente,Tecnologia,15,Illinois,Branco,2,Ciência da Computação,Cientista de dados,Divorciado,63078,1,Não,42933,Não,5,5,5,2
9C6C-E5CE,Damon,Nice,Não-binário,23,Viajante frequente,Tecnologia,15,California,Asiático ou Asiático Americano,3,Sistemas de informação,Cientista de dados,Solteiro,29890,0,Não,42940,Não,5,0,1,1
184D-06FF,Waly,McCoish,Feminino,26,Algumas viagens,Tecnologia,24,California,Branco,4,Ciência da Computação,Cientista de dados,Divorciado,35757,1,Não,42941,Não,5,3,4,0
2B70-5A31,Justinian,Ladell,Masculino,25,Algumas viagens,Tecnologia,17,New York,Grupos étnicos mistos ou múltiplos,3,Ciência da Computação,Engenheiro de software,Casado,44082,0,Não,42941,Não,5,1,3,0
EDF2-2659,Robena,Oris,Feminino,25,Algumas viagens,Tecnologia,21,California,Branco,1,Sistemas de informação,Engenheiro de software senior,Divorciado,64398,3,Não,42943,Não,5,2,3,3
0BAF-7454,Ninnette,Braganza,Não-binário,26,Algumas viagens,Tecnologia,12,New York,Branco,4,Ciência da Computação,Engenheiro de software,Solteiro,37530,0,Não,42946,Não,5,5,5,5
8373-07C6,Inge,Bullon,Feminino,25,Algumas viagens,Tecnologia,21,California,Branco,4,Sistemas de informação,Gerente de engenharia,Casado,261970,1,Sim,42947,Não,5,4,4,3
BAFA-86DF,Rolfe,Ketchaside,Masculino,26,Sem viagens,Tecnologia,15,Illinois,Grupos étnicos mistos ou múltiplos,4,Estudos de Negócios,Engenheiro de software,Casado,35373,1,Sim,42949,Sim,4,3,3,0
74B4-CB7A,Eddi,Holywell,Não-binário,26,Sem viagens,Recursos Humanos,23,California,Branco,3,Recursos Humanos,RH parceiro de negócios,Solteiro,240035,0,Sim,42950,Não,5,5,5,3
4C66-6E16,Niki,Boseley,Masculino,33,Algumas viagens,Tecnologia,4,California,Negro ou afro-americano,4,Sistemas de informação,Gerente de engenharia,Solteiro,335261,0,Não,42950,Não,5,5,5,0
D6D2-184B,Valenka,Kayley,Feminino,24,Algumas viagens,Tecnologia,33,New York,Branco,3,Sistemas de informação,Engenheiro de software senior,Solteiro,115399,0,Não,42956,Não,5,5,5,3
FB1D-5A51,Allys,Ruberry,Feminino,23,Algumas viagens,Tecnologia,29,California,Grupos étnicos mistos ou múltiplos,3,Sistemas de informação,Engenheiro de software,Divorciado,25500,1,Não,42959,Não,5,5,5,3
5AA7-C7BA,Reggis,Greenset,Masculino,26,Algumas viagens,Tecnologia,35,California,Índio Americano ou Nativo do Alasca,4,Sistemas de informação,Gerente de engenharia,Divorciado,292386,2,Não,42961,Não,5,2,2,5
3E50-011E,Carol,Burgill,Feminino,24,Sem viagens,Tecnologia,29,California,Branco,4,Sistemas de informação,Engenheiro de aprendizado de máquina,Casado,158330,3,Sim,42965,Não,5,1,3,0
3992-22AD,Kristal,le Keux,Feminino,25,Algumas viagens,Vendas,4,California,Outro,3,Marketing,Executivo de vendas,Solteiro,48917,0,Não,42966,Não,5,2,4,3
5642-6F1E,Lisette,Govett,Não-binário,26,Sem viagens,Vendas,18,Illinois,Branco,2,Economia,Executivo de vendas,Solteiro,65194,0,Não,42969,Não,5,3,4,5
005C-E0FB,Fin,O'Halleghane,Não-binário,24,Viajante frequente,Vendas,17,California,Branco,4,Marketing,Executivo de vendas,Casado,56155,1,Não,42973,Não,5,2,2,0
45BA-6683,Hort,Rawstron,Masculino,23,Algumas viagens,Tecnologia,1,Illinois,Negro ou afro-americano,1,Outro,Cientista de dados,Divorciado,47648,1,Sim,42976,Não,5,2,4,5
D29C-A21F,Ebenezer,Bontein,Masculino,25,Viajante frequente,Tecnologia,23,California,Negro ou afro-americano,3,Sistemas de informação,Engenheiro de software,Casado,22525,1,Não,42978,Não,5,3,4,5
473C-EA4E,Myron,Millard,Masculino,26,Algumas viagens,Tecnologia,28,California,Grupos étnicos mistos ou múltiplos,5,Ciência da Computação,Gerente de engenharia,Casado,246505,1,Não,42982,Não,5,1,3,2
5F5B-83B1,Michelina,Chester,Feminino,38,Viajante frequente,Tecnologia,44,California,Branco,2,Ciência da Computação,Gerente de engenharia,Solteiro,293425,0,Sim,42983,Não,5,4,4,4
E9D9-787A,Lyn,Walczynski,Masculino,26,Algumas viagens,Tecnologia,20,New York,Branco,1,Ciência da Computação,Engenheiro de software senior,Casado,207687,1,Sim,42986,Não,5,0,5,4
8328-A764,Granger,Kenworthey,Masculino,24,Algumas viagens,Tecnologia,17,New York,Grupos étnicos mistos ou múltiplos,4,Outro,Engenheiro de software,Casado,30720,1,Não,42987,Não,5,4,5,4
90EB-28D4,Veronique,Tremelling,Feminino,24,Viajante frequente,Vendas,29,California,Negro ou afro-americano,1,Economia,Representante de vendas,Solteiro,26608,0,Não,42990,Não,5,0,3,1
E399-E4F6,Edan,Fechnie,Masculino,24,Algumas viagens,Vendas,31,California,Índio Americano ou Nativo do Alasca,4,Marketing,Executivo de vendas,Casado,105502,2,Não,42990,Não,5,2,5,2
BEE2-8052,Letta,Mattea,Feminino,26,Algumas viagens,Tecnologia,45,Illinois,Negro ou afro-americano,3,Ciência da Computação,Engenheiro de software,Solteiro,74096,0,Não,42997,Não,5,0,5,4
0DC1-7EE4,Juliette,Nissle,Feminino,25,Sem viagens,Tecnologia,28,California,Branco,4,Outro,Engenheiro de software senior,Solteiro,68762,0,Sim,43001,Não,5,3,5,4
63D2-F412,Bab,Antonelli,Feminino,25,Algumas viagens,Vendas,3,California,Branco,1,Marketing,Executivo de vendas,Casado,58631,3,Sim,43004,Não,5,4,4,3
4467-6B8F,Shandeigh,Plott,Feminino,26,Viajante frequente,Tecnologia,28,New York,Grupos étnicos mistos ou múltiplos,4,Sistemas de informação,Engenheiro de aprendizado de máquina,Divorciado,79324,0,Sim,43007,Não,5,2,3,5
0626-7020,Ketti,Carney,Feminino,24,Sem viagens,Tecnologia,7,California,Negro ou afro-americano,2,Sistemas de informação,Engenheiro de software senior,Casado,126527,1,Sim,43009,Não,5,1,5,3
C0B9-E4C1,Illa,MacPherson,Feminino,25,Algumas viagens,Tecnologia,40,New York,Branco,2,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,80779,1,Sim,43012,Não,5,1,4,5
16B6-9C29,Claribel,Hebron,Feminino,26,Algumas viagens,Vendas,18,California,Branco,2,Marketing,Executivo de vendas,Solteiro,62868,0,Não,43017,Não,5,2,4,0
3A36-DA50,Leia,Jackes,Feminino,24,Algumas viagens,Tecnologia,26,California,Branco,3,Sistemas de informação,Engenheiro de software senior,Casado,80374,2,Não,43022,Não,5,4,4,4
5609-8585,Matthieu,Oulet,Masculino,24,Sem viagens,Vendas,2,California,Índio Americano ou Nativo do Alasca,4,Marketing,Executivo de vendas,Solteiro,64277,0,Não,43023,Não,5,4,4,5
4971-33F9,Fremont,Ackenson,Masculino,41,Algumas viagens,Tecnologia,28,New York,Índio Americano ou Nativo do Alasca,4,Estudos de Negócios,Engenheiro de software senior,Divorciado,184411,3,Não,43025,Não,5,5,5,4
FC24-43F6,Stevana,Djorvic,Feminino,26,Algumas viagens,Tecnologia,33,California,Negro ou afro-americano,3,Ciência da Computação,Cientista de dados,Casado,34805,0,Não,43029,Não,5,5,5,0
E73A-F20A,Antonino,Woodhams,Masculino,33,Viajante frequente,Tecnologia,30,California,Branco,2,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,200350,1,Não,43030,Não,5,3,5,0
B57F-B5CE,Adriano,Blackshaw,Masculino,26,Algumas viagens,Tecnologia,23,California,Branco,5,Sistemas de informação,Engenheiro de aprendizado de máquina,Casado,78934,3,Não,43032,Não,5,2,2,4
1D32-9620,Eldredge,Probyn,Masculino,23,Algumas viagens,Recursos Humanos,39,California,Outro,2,Recursos Humanos,Executivo de RH,Casado,55805,1,Não,43037,Não,5,3,3,1
5A78-0F17,Wilfred,Jasik,Masculino,26,Algumas viagens,Vendas,39,California,Negro ou afro-americano,3,Marketing,Executivo de vendas,Casado,104176,1,Não,43042,Não,5,2,3,3
D045-B6CA,Petrina,Inkpin,Feminino,26,Algumas viagens,Tecnologia,34,California,Negro ou afro-americano,4,Sistemas de informação,Engenheiro de software,Casado,71198,0,Não,43046,Sim,5,0,0,1
0EA5-3A95,Brooks,Lackeye,Feminino,25,Algumas viagens,Tecnologia,22,New York,Grupos étnicos mistos ou múltiplos,3,Estudos de Negócios,Engenheiro de software,Casado,53271,1,Não,43058,Não,5,5,5,1
36E1-3DDF,Connie,Widocks,Não-binário,24,Algumas viagens,Tecnologia,26,California,Negro ou afro-americano,2,Ciência da Computação,Engenheiro de software,Solteiro,34657,0,Não,43060,Não,5,5,5,2
35D2-818A,Sonja,Crone,Feminino,26,Viajante frequente,Tecnologia,16,California,Branco,4,Outro,Engenheiro de software,Casado,62602,0,Sim,43063,Não,5,2,3,2
2BD8-20A6,Berna,Patnelli,Feminino,35,Viajante frequente,Tecnologia,38,New York,Grupos étnicos mistos ou múltiplos,5,Sistemas de informação,Gerente de engenharia,Solteiro,310285,0,Sim,43069,Não,5,4,4,3
84E7-02D4,Padraic,MacParlan,Masculino,26,Algumas viagens,Tecnologia,41,California,Branco,5,Estudos de Negócios,Engenheiro de aprendizado de máquina,Casado,161600,1,Não,43076,Sim,5,0,2,0
7D2D-3831,Davon,Swetland,Masculino,25,Algumas viagens,Tecnologia,16,New York,Negro ou afro-americano,3,Sistemas de informação,Cientista de dados,Divorciado,37742,1,Não,43081,Não,5,1,3,3
FB4B-067E,Adan,Sunderland,Feminino,31,Algumas viagens,Tecnologia,42,New York,Branco,3,Ciência da Computação,Gerente de engenharia,Casado,442820,0,Sim,43084,Não,5,1,2,2
1243-8B63,Jourdain,Kither,Masculino,26,Algumas viagens,Tecnologia,17,New York,Negro ou afro-americano,4,Estudos de Negócios,Engenheiro de software senior,Casado,110761,1,Não,43087,Não,5,0,5,3
D75C-3E43,Clint,Widdicombe,Masculino,25,Algumas viagens,Tecnologia,24,California,Havaiano nativo,4,Outro,Gerente de engenharia,Divorciado,204154,1,Sim,43090,Não,5,2,3,0
3747-3110,Sarge,Antowski,Masculino,23,Algumas viagens,Tecnologia,12,New York,Negro ou afro-americano,3,Ciência da Computação,Engenheiro de software,Casado,35776,2,Sim,43091,Não,5,0,3,4
05F0-6F7B,Ashlee,Mc Combe,Feminino,24,Algumas viagens,Tecnologia,5,New York,Branco,1,Sistemas de informação,Cientista de dados,Solteiro,100818,0,Não,43093,Não,5,1,3,0
D712-9E1C,Audi,Pibworth,Não-binário,24,Algumas viagens,Vendas,8,Illinois,Negro ou afro-americano,2,Economia,Executivo de vendas,Solteiro,85238,0,Não,43093,Não,5,0,4,1
BBE1-D4A5,Fransisco,Minerdo,Masculino,24,Algumas viagens,Tecnologia,12,New York,Branco,3,Ciência da Computação,Engenheiro de software,Solteiro,33202,0,Não,43099,Não,5,5,5,4
B1BC-0011,Rea,Legister,Feminino,23,Algumas viagens,Tecnologia,37,New York,Branco,2,Estudos de Negócios,Cientista de dados,Divorciado,36098,3,Não,43101,Não,4,3,3,1
3653-D544,Adria,Smurfit,Feminino,25,Viajante frequente,Vendas,21,Illinois,Negro ou afro-americano,2,Graduação Técnica,Executivo de vendas,Casado,91332,1,Não,43103,Não,4,3,3,3
A53B-DF3C,Sadye,Wiggin,Feminino,22,Algumas viagens,Tecnologia,2,New York,Branco,4,Ciência da Computação,Cientista de dados,Casado,39732,1,Sim,43108,Não,4,1,2,2
9BE8-2C44,Bail,Elsworth,Masculino,25,Viajante frequente,Vendas,42,Illinois,Negro ou afro-americano,3,Marketing,Executivo de vendas,Casado,72758,2,Não,43112,Não,4,3,3,3
5639-70C0,Trudi,Evens,Feminino,36,Algumas viagens,Recursos Humanos,31,Illinois,Negro ou afro-americano,4,Recursos Humanos,Gestor de RH,Divorciado,509940,3,Não,43115,Não,4,4,4,2
3C78-06E7,Konstantin,Muldownie,Masculino,24,Algumas viagens,Tecnologia,7,California,Asiático ou Asiático Americano,4,Sistemas de informação,Engenheiro de software,Casado,85074,1,Não,43115,Não,4,1,2,4
BBD0-FB7D,Edin,Savill,Feminino,23,Algumas viagens,Vendas,19,New York,Grupos étnicos mistos ou múltiplos,4,Economia,Executivo de vendas,Divorciado,87629,2,Não,43119,Não,4,4,4,1
106F-F7C7,Amelia,Izard,Feminino,25,Algumas viagens,Tecnologia,13,New York,Negro ou afro-americano,1,Sistemas de informação,Gerente de análise,Casado,168483,0,Sim,43120,Não,4,2,3,1
A848-F98B,Scot,Yakebovich,Masculino,25,Algumas viagens,Tecnologia,37,California,Negro ou afro-americano,2,Ciência da Computação,Cientista de dados,Casado,38038,0,Não,43126,Sim,2,1,1,1
EE7E-F5AC,Nonna,Bagnold,Feminino,23,Algumas viagens,Vendas,19,California,Branco,3,Outro,Representante de vendas,Solteiro,27185,0,Não,43130,Não,4,4,4,0
C27A-1115,Alasteir,Muge,Masculino,25,Viajante frequente,Tecnologia,20,New York,Grupos étnicos mistos ou múltiplos,4,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,96514,1,Não,43135,Não,4,4,4,0
C57E-6E4F,Tremain,Drakes,Masculino,24,Sem viagens,Tecnologia,35,California,Asiático ou Asiático Americano,3,Ciência da Computação,Cientista de dados,Solteiro,32502,0,Sim,43137,Sim,1,1,1,0
BBB4-89C7,Ilene,Moffat,Não-binário,25,Algumas viagens,Tecnologia,19,Illinois,Grupos étnicos mistos ou múltiplos,3,Ciência da Computação,Engenheiro de software senior,Divorciado,90418,2,Sim,43145,Não,4,4,4,4
84AD-D566,Ashien,Villa,Feminino,22,Algumas viagens,Tecnologia,16,California,Índio Americano ou Nativo do Alasca,3,Estudos de Negócios,Engenheiro de software,Solteiro,30838,0,Não,43147,Não,4,4,4,0
26DF-1241,Hebert,Drewes,Masculino,23,Algumas viagens,Vendas,33,New York,Branco,3,Economia,Representante de vendas,Casado,30477,1,Não,43151,Não,4,2,3,3
4657-FE18,Staford,Perrins,Não-binário,29,Algumas viagens,Tecnologia,25,California,Índio Americano ou Nativo do Alasca,2,Sistemas de informação,Engenheiro de software senior,Casado,145716,1,Não,43153,Sim,1,0,1,1
D93A-CC98,Arabella,Mont,Feminino,24,Algumas viagens,Vendas,27,New York,Branco,4,Marketing,Executivo de vendas,Solteiro,208684,0,Sim,43165,Sim,2,0,0,0
75CF-67E0,Andra,Stickney,Feminino,25,Sem viagens,Tecnologia,12,New York,Negro ou afro-americano,2,Sistemas de informação,Cientista de dados,Divorciado,28926,2,Sim,43165,Não,4,1,3,4
4188-C61D,Fanny,Yoell,Feminino,22,Sem viagens,Tecnologia,27,California,Branco,1,Sistemas de informação,Cientista de dados,Solteiro,23039,0,Não,43167,Sim,0,0,0,0
45A4-C1D0,Baxy,Goodliff,Masculino,22,Algumas viagens,Tecnologia,11,Illinois,Grupos étnicos mistos ou múltiplos,3,Ciência da Computação,Engenheiro de software,Divorciado,74314,1,Não,43173,Não,4,0,1,3
6CC9-81FC,Anatollo,Dake,Masculino,25,Sem viagens,Tecnologia,43,California,Branco,3,Ciência da Computação,Cientista de dados,Solteiro,33086,0,Não,43174,Não,4,4,4,2
9283-E971,Meredith,Hansod,Feminino,40,Viajante frequente,Vendas,30,New York,Asiático ou Asiático Americano,4,Marketing,Executivo de vendas,Casado,250555,1,Sim,43178,Não,4,4,4,2
72A2-1105,Mollee,Hartop,Feminino,22,Algumas viagens,Vendas,36,New York,Negro ou afro-americano,3,Marketing,Executivo de vendas,Solteiro,60699,0,Não,43180,Não,4,0,3,0
34FB-D8F3,Sheffie,McCrum,Masculino,25,Algumas viagens,Tecnologia,11,New York,Branco,2,Ciência da Computação,Gerente de engenharia,Casado,285138,1,Não,43180,Não,4,0,3,4
65C9-0885,Kain,Libero,Masculino,25,Viajante frequente,Tecnologia,24,California,Branco,1,Ciência da Computação,Engenheiro de software senior,Divorciado,121373,1,Não,43180,Não,4,0,2,1
42F5-707F,Wilburt,Feldhuhn,Masculino,23,Algumas viagens,Tecnologia,44,New York,Branco,3,Sistemas de informação,Engenheiro de software senior,Casado,81034,2,Sim,43184,Não,4,1,1,0
